RECTYPE,URN,PCODE,TELNUM,TKS1EXP_L,PKS1EXP_L,TKS1EXP_M,PKS1EXP_M,TKS1EXP_H,PKS1EXP_H,TFSMCLA,PTFSMCLA,PT2MATH12,PT2READ12,PT2WRITTA12,TAPS,AVGLEVEL,PT2MATH12_B,PT2MATH12_G,PT2MATH12_L,PT2MATH12_M,PT2MATH12_H,PTREADX,PTREADAT,GAPN_3YR_RWMX_FSMCLA,GAPN_2YR_PRREAD_NOTFSMCLA,GAPN_2YR_PRWRIT_NOTFSMCLA,GAPN_3YR_PRMAT_NOTFSMCLA
1,130302,E5 0LE,020 89853175,16,33%,26,54%,6,13%,18,36%,98%,94%,100%,28.4,4A,100%,96%,94%,100%,100%,88%,0%,2,5,3,5
1,133669,E9 5SR,020 89850995,11,20%,39,70%,6,11%,42,70%,89%,88%,91%,27.4,4B,89%,90%,82%,95%,83%,82%,0%,13,-4,2,-4
1,132137,E9 6DX,020 89852045,6,24%,15,60%,4,16%,13,46%,100%,96%,100%,29.5,4A,100%,100%,100%,100%,SUPP,93%,0%,22,2,4,10
1,100270,E9 7JF,020 89850730,4,17%,13,54%,7,29%,17,65%,88%,88%,96%,29,4A,92%,85%,SUPP,92%,86%,88%,0%,13,5,8,10
1,100266,N1 6JG,020 77394902,5,13%,25,64%,9,23%,27,61%,97%,97%,97%,30,5C,94%,100%,SUPP,96%,100%,95%,0%,15,10,4,-7
1,100271,N16 0PP,020 88002645,5,23%,12,55%,5,23%,14,61%,100%,95%,95%,28.3,4A,100%,100%,SUPP,100%,SUPP,96%,0%,23,6,-1,-2
1,100267,N16 8DD,020 72541148,2,11%,13,68%,4,21%,14,67%,84%,89%,95%,27.9,4B,86%,83%,SUPP,85%,SUPP,86%,0%,14,-12,-3,-50
1,100268,N1 6NT,020 77395824,5,19%,20,74%,2,7%,17,61%,85%,85%,100%,28,4A,86%,85%,SUPP,95%,SUPP,89%,0%,4,-5,3,3
1,100269,E8 4PB,020 72541927,3,18%,14,82%,0,0%,11,61%,100%,94%,100%,27.6,4B,100%,100%,SUPP,100%,SUPP,83%,0%,18,4,8,5
1,100274,E5 8BS,020 89853466,6,22%,19,70%,2,7%,16,57%,100%,100%,96%,29.8,4A,100%,100%,100%,100%,SUPP,100%,0%,17,5,-3,1
1,100240,E2 8QH,020 77396531,9,25%,18,50%,9,25%,29,74%,81%,86%,94%,27.3,4B,88%,75%,56%,94%,78%,72%,0%,10,10,8,5
1,100241,E8 2EA,020 72541415,9,26%,24,71%,1,3%,26,72%,100%,94%,100%,30.2,5C,100%,100%,100%,100%,SUPP,97%,0%,13,0,8,2
1,100275,N16 6PD,020 88066048,3,21%,7,50%,4,29%,5,33%,86%,93%,100%,29,4A,SUPP,78%,SUPP,86%,SUPP,93%,0%,12,5,8,3
1,100251,N16 5ED,020 88001411,15,38%,22,55%,3,8%,23,50%,98%,100%,98%,28.8,4A,100%,95%,93%,100%,SUPP,85%,0%,11,10,8,3
1,100242,E5 9NL,020 88065201,11,29%,27,71%,0,0%,22,54%,100%,100%,100%,30.7,5C,100%,100%,100%,100%,SUPP,98%,0%,12,2,0,-4
1,121792,N16 6DH,020 88009007,5,29%,8,47%,4,24%,12,55%,100%,100%,100%,29.7,4A,100%,100%,SUPP,100%,SUPP,100%,0%,13,5,8,9
1,100243,N1 7HX,020 2539469,11,41%,14,52%,2,7%,20,74%,93%,74%,96%,27.2,4B,93%,92%,91%,93%,SUPP,63%,0%,3,3,8,5
1,100244,N16 6QA,020 88064130,14,27%,35,67%,3,6%,33,61%,96%,96%,100%,27.7,4B,96%,96%,86%,100%,SUPP,89%,0%,15,7,5,8
1,100245,N1 5JN,020 77397973,5,15%,27,82%,1,3%,27,77%,97%,88%,97%,27.3,4B,95%,100%,SUPP,100%,SUPP,86%,0%,3,-5,-7,-2
1,130932,N16 0NX,020 72544014,8,14%,34,60%,15,26%,16,28%,100%,100%,100%,29.9,4A,100%,100%,100%,100%,100%,97%,0%,23,8,7,10
1,100248,N4 1SY,020 88005758,5,14%,25,71%,5,14%,32,82%,86%,86%,97%,27.9,4B,80%,90%,SUPP,92%,SUPP,92%,0%,19,4,2,4
2,100308,E5 8QP,020 89856833,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,100311,N16 8BZ,020 72548096,,,,,,,,,,,,,,,,,,,,,,,,
2,100312,E5 8AD,020 88064638,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3,,,,470,24%,1195,62%,269,14%,1247,60%,93%,90%,96%,28.5,4A,93%,94%,84%,97%,95%,87%,,12,3,4,3
1,100321,W14 0DT,020 76035333,5,14%,21,57%,11,30%,29,64%,92%,97%,100%,29.9,4A,100%,86%,SUPP,100%,91%,98%,0%,8,10,4,-2
1,100344,SW6 6ED,020 77362803,0,0%,14,64%,8,36%,10,40%,91%,95%,91%,30,5C,91%,91%,SUPP,86%,100%,96%,0%,30,4,2,6
1,138680,W12 7AJ,020 87432527,5,20%,18,72%,2,8%,19,73%,80%,92%,92%,27.5,4B,80%,80%,SUPP,78%,SUPP,92%,0%,8,1,8,7
1,137331,W12 0QT,020 32491180,,,,,,,,,,,,,,,,,,,,,,,,
1,139820,W12 7PT,020 87432514,,,,,,,,,,,,,,,,,,,,,,,,
1,100322,W14 8SH,020 76039750,6,22%,20,74%,1,4%,13,45%,85%,96%,100%,27.8,4B,100%,76%,83%,85%,SUPP,76%,0%,12,5,8,-9
1,100324,W6 0BA,020 87433074,12,22%,30,55%,13,24%,29,52%,96%,95%,95%,29.5,4A,100%,93%,92%,97%,100%,93%,0%,3,8,6,7
1,100325,W12 7PT,020 87432514,13,26%,33,66%,4,8%,43,75%,65%,73%,73%,24.6,4C,64%,65%,62%,64%,SUPP,65%,0%,-24,-10,-19,-19
1,100328,W6 0UD,020 87482566,1,5%,13,68%,5,26%,19,86%,95%,95%,95%,29.5,4A,93%,100%,SUPP,100%,SUPP,91%,5%,17,-20,-2,-10
1,100329,SW6 1JU,020 73850535,9,33%,13,48%,5,19%,26,87%,74%,93%,100%,26.3,4B,75%,73%,67%,77%,SUPP,80%,0%,13,-2,8,-19
1,100354,W12 9BY,020 87435060,4,15%,17,65%,5,19%,13,50%,100%,100%,100%,32.8,5B,100%,100%,SUPP,100%,SUPP,100%,0%,35,10,5,12
1,100343,W12 9PT,020 87436421,5,19%,18,69%,3,12%,15,54%,85%,92%,92%,28.6,4A,85%,85%,SUPP,89%,SUPP,82%,0%,7,6,4,3
1,100345,SW6 4BL,020 77361447,1,6%,14,78%,3,17%,10,50%,100%,100%,94%,30.4,5C,100%,100%,SUPP,100%,SUPP,95%,0%,16,5,3,7
1,100346,W6 0UA,020 87482465,4,13%,16,53%,10,33%,5,17%,90%,97%,100%,31.7,5C,94%,86%,SUPP,100%,100%,93%,0%,5,10,8,7
1,100331,NW10 6AL,020 89694497,4,17%,15,65%,4,17%,11,44%,100%,100%,100%,29.3,4A,100%,100%,SUPP,100%,SUPP,96%,0%,20,10,8,8
1,100332,SW6 2LG,020 77364045,8,32%,11,44%,6,24%,22,85%,76%,80%,76%,26.2,4B,67%,90%,63%,82%,83%,73%,0%,-4,10,-12,-4
1,134009,W6 7BL,020 87489444,5,9%,34,60%,18,32%,12,20%,98%,95%,96%,31,5C,100%,96%,SUPP,100%,100%,97%,0%,24,9,4,7
1,100333,W6 7PZ,020 76034043,6,26%,14,61%,3,13%,20,87%,91%,87%,87%,28.4,4A,94%,83%,67%,100%,SUPP,87%,0%,14,-2,-4,12
1,137157,SW6 1RX,020 73850102,0,0%,4,20%,16,80%,0,0%,95%,90%,85%,32,5B,95%,SUPP,SUPP,SUPP,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,100334,W6 9ER,020 87487411,5,16%,20,65%,6,19%,27,82%,97%,97%,97%,29.5,4A,94%,100%,SUPP,95%,100%,94%,0%,19,10,8,0
1,100326,W12 8JJ,020 87435847,6,24%,15,60%,4,16%,21,72%,100%,100%,100%,31.6,5C,100%,100%,100%,100%,SUPP,100%,0%,38,-1,-3,12
1,100330,SW6 4LY,020 77362318,3,13%,16,70%,4,17%,16,64%,96%,96%,91%,29.8,4A,100%,92%,SUPP,100%,SUPP,92%,0%,16,3,1,8
1,134273,W14 9PA,020 73856847,1,5%,15,68%,6,27%,18,75%,100%,100%,95%,28.9,4A,SUPP,100%,SUPP,100%,100%,88%,0%,12,10,8,12
1,100335,W12 0AS,020 87437629,7,24%,17,59%,5,17%,24,77%,100%,100%,93%,28.2,4A,100%,100%,100%,100%,SUPP,97%,0%,-3,10,0,12
1,100355,W12 7QR,020 87439428,3,10%,18,60%,9,30%,19,63%,100%,100%,100%,30.7,5C,100%,100%,SUPP,100%,100%,100%,0%,36,10,8,12
1,100337,SW6 6ND,020 73854343,11,61%,7,39%,0,0%,15,75%,72%,89%,78%,24.8,4C,73%,71%,64%,86%,SUPP,80%,0%,6,10,-3,-5
1,100347,W6 8QE,020 73854333,1,4%,16,67%,7,29%,9,33%,96%,96%,96%,30.6,5C,92%,100%,SUPP,100%,100%,96%,0%,37,4,-1,10
1,100349,SW6 6AS,020 77315454,6,27%,9,41%,7,32%,12,55%,95%,95%,100%,30.4,5C,100%,91%,100%,89%,100%,82%,0%,2,3,4,5
1,100350,W14 0LT,020 76037717,2,7%,18,67%,7,26%,10,34%,96%,93%,93%,28.8,4A,94%,100%,SUPP,94%,100%,93%,0%,32,0,2,10
1,100351,W6 9BP,020 87484951,9,39%,12,52%,2,9%,16,70%,100%,100%,96%,27.8,4B,100%,100%,100%,100%,SUPP,96%,0%,-6,5,8,4
1,100352,W6 9BA,020 87487756,1,4%,17,68%,7,28%,5,19%,92%,92%,100%,30.2,5C,100%,87%,SUPP,88%,100%,93%,0%,14,5,8,0
1,100353,W12 8LH,020 87434483,5,17%,14,48%,10,34%,13,45%,100%,100%,97%,32.2,5B,100%,100%,SUPP,100%,100%,100%,0%,41,10,2,12
1,100357,SW6 7HB,020 73858165,5,11%,30,68%,9,20%,22,48%,95%,98%,95%,29.7,4A,95%,96%,SUPP,97%,100%,96%,0%,15,7,5,0
1,100338,SW6 7LN,020 73852107,12,22%,31,57%,11,20%,43,74%,80%,87%,100%,27,4B,92%,69%,83%,74%,91%,81%,2%,3,6,8,8
1,100339,SW6 3BN,020 77365869,11,42%,14,54%,1,4%,17,59%,100%,92%,96%,28.8,4A,100%,100%,100%,100%,SUPP,90%,0%,21,4,8,-7
1,100340,W12 9LB,020 87431372,13,30%,27,63%,3,7%,31,67%,95%,95%,95%,27.5,4B,96%,95%,92%,96%,SUPP,87%,0%,8,7,5,2
1,139546,W6 0LB,020 86000670,,,,,,,,,,,,,,,,,,,,,,,,
1,100341,W12 0SR,020 87435073,14,29%,25,52%,9,19%,40,78%,94%,94%,100%,28,4A,92%,95%,86%,96%,100%,84%,0%,13,6,8,1
2,100381,W12 7PA,020 87353590,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,100378,W14 9LY,020 73842330,12,100%,0,0%,0,0%,10,83%,25%,17%,0%,13.1,2,27%,SUPP,25%,SUPP,SUPP,0%,0%,-59,SUPP,SUPP,-77
3,,,,220,21%,626,59%,224,21%,669,58%,90%,92%,93%,28.8,4A,91%,90%,77%,92%,98%,88%,,10,5,3,3
1,100397,N4 2DR,020 72264708,5,33%,9,60%,1,7%,16,94%,100%,87%,100%,28.2,4A,100%,100%,SUPP,100%,SUPP,71%,0%,7,10,8,12
1,100432,N8 9EG,020 72727145,5,13%,25,66%,8,21%,23,58%,79%,76%,84%,27.4,4B,75%,87%,SUPP,80%,88%,78%,0%,-6,-2,4,-8
1,100451,N1 0UF,020 72782187,3,18%,12,71%,2,12%,15,65%,88%,88%,100%,28.3,4A,88%,89%,SUPP,92%,SUPP,83%,0%,5,10,8,-2
1,131773,N1 2UT,020 72265020,7,13%,26,49%,20,38%,22,41%,96%,94%,100%,31.2,5C,96%,97%,100%,100%,90%,91%,0%,9,7,6,4
1,100450,N4 3QW,020 72725987,8,15%,41,75%,6,11%,49,84%,91%,100%,91%,28.6,4A,91%,91%,75%,98%,67%,97%,0%,16,10,-6,6
1,100436,EC1R 1UN,020 78371824,4,17%,17,71%,3,13%,14,58%,96%,96%,100%,30.1,5C,100%,89%,SUPP,94%,SUPP,96%,0%,20,10,3,4
1,100401,N1 0WF,020 78375597,5,25%,12,60%,3,15%,15,75%,65%,70%,95%,25.2,4C,70%,60%,SUPP,58%,SUPP,65%,0%,-2,-1,8,-1
1,100402,N5 1PJ,020 76074142,10,31%,16,50%,6,19%,27,84%,88%,100%,97%,28.2,4A,93%,82%,80%,88%,100%,84%,0%,2,6,8,0
1,100403,N19 4JA,020 72725620,11,18%,39,64%,11,18%,62,100%,89%,89%,98%,27.8,4B,82%,94%,82%,92%,82%,87%,0%,17,SUPP,SUPP,12
1,100405,N5 1LH,020 72266840,4,14%,16,57%,8,29%,23,82%,100%,100%,96%,29.7,4A,100%,100%,SUPP,100%,100%,93%,0%,27,10,8,12
1,100406,N7 6AR,020 72723284,12,21%,32,55%,14,24%,40,68%,98%,98%,100%,31,5C,100%,96%,92%,100%,100%,98%,0%,27,5,6,7
1,100407,N1 8BD,020 76898949,2,5%,26,67%,11,28%,20,49%,90%,90%,92%,29.9,4A,100%,79%,SUPP,92%,91%,88%,2%,0,5,8,9
1,100408,N19 5BS,020 72723989,7,41%,9,53%,1,6%,19,86%,94%,94%,94%,27.4,4B,100%,91%,86%,100%,SUPP,86%,0%,SUPP,SUPP,SUPP,SUPP
1,100431,N5 2DP,020 72266531,14,29%,29,60%,5,10%,35,71%,92%,92%,98%,28.7,4A,88%,95%,71%,100%,SUPP,84%,0%,21,5,8,4
1,131842,EC1R 1YJ,020 72786075,7,16%,29,64%,9,20%,32,70%,85%,87%,56%,27.2,4B,86%,84%,71%,83%,100%,83%,2%,6,1,-5,7
1,100435,N7 9LF,020 76074187,7,19%,26,70%,4,11%,29,71%,92%,95%,95%,28.9,4A,94%,90%,86%,96%,SUPP,98%,0%,23,4,8,12
1,100411,N1 1SW,020 72262927,18,40%,20,44%,7,16%,36,80%,87%,82%,78%,26.4,4B,100%,77%,67%,100%,100%,71%,0%,-5,-1,-3,4
1,131218,N7 7QT,020 72726556,10,28%,23,64%,3,8%,28,74%,97%,92%,97%,29.6,4A,100%,94%,90%,100%,SUPP,89%,0%,3,10,8,9
1,100415,EC1V 8BB,020 72538144,2,9%,16,73%,4,18%,16,73%,86%,82%,95%,27.8,4B,75%,93%,SUPP,88%,SUPP,86%,0%,7,1,8,5
1,137393,N1 8SJ,020 77043900,17,40%,22,52%,3,7%,43,96%,95%,95%,100%,27,4B,94%,96%,88%,100%,SUPP,82%,0%,7,SUPP,SUPP,5
1,131325,N16 8NP,020 72543092,11,26%,28,67%,3,7%,40,95%,98%,81%,95%,28.2,4A,100%,96%,100%,96%,SUPP,86%,0%,7,SUPP,SUPP,3
1,100418,N7 6DU,020 76072575,7,20%,22,63%,6,17%,37,95%,97%,86%,97%,28.3,4A,94%,100%,86%,100%,100%,82%,0%,17,-19,8,7
1,131741,N4 3NW,020 72722655,13,43%,16,53%,1,3%,28,82%,87%,97%,97%,26.7,4B,83%,92%,85%,88%,SUPP,85%,0%,4,10,8,8
1,100434,EC1Y 8JA,020 77864800,6,15%,26,67%,7,18%,20,49%,90%,92%,95%,28.6,4A,89%,90%,100%,88%,86%,90%,0%,0,8,6,10
1,100422,N7 9QJ,020 76074115,8,32%,14,56%,3,12%,20,80%,88%,72%,88%,26.2,4B,89%,86%,63%,100%,SUPP,64%,0%,-13,-13,-23,2
1,131740,N1 3EE,020 72266620,9,18%,35,71%,5,10%,37,74%,98%,88%,88%,28.1,4A,100%,96%,100%,97%,SUPP,80%,0%,-7,6,4,12
1,100437,N7 8JN,020 76073407,3,7%,27,63%,13,30%,30,70%,98%,79%,98%,29.4,4A,100%,96%,SUPP,96%,100%,91%,0%,20,-2,8,4
1,100448,N1 0LB,020 78374049,1,4%,16,67%,7,29%,17,65%,75%,83%,88%,27.4,4B,78%,73%,SUPP,69%,86%,81%,0%,14,-3,1,-2
1,100449,N5 2UX,020 72263920,11,22%,30,59%,10,20%,20,39%,92%,100%,96%,29.5,4A,93%,91%,91%,93%,90%,96%,0%,19,10,5,8
1,100438,N1 8BL,020 72261314,4,13%,22,71%,5,16%,22,71%,81%,94%,97%,27.8,4B,43%,92%,SUPP,82%,SUPP,94%,0%,4,10,3,1
1,100440,N5 1DL,020 72264906,1,4%,12,48%,12,48%,5,19%,100%,100%,100%,32.1,5B,100%,100%,SUPP,100%,100%,100%,0%,21,10,6,12
1,100439,N19 5RR,020 72722780,7,35%,11,55%,2,10%,15,68%,90%,90%,95%,28,4A,91%,89%,86%,91%,SUPP,86%,0%,5,10,8,12
1,100441,N19 5NE,020 72721270,9,18%,34,69%,6,12%,24,48%,94%,94%,100%,28.9,4A,89%,97%,89%,94%,100%,86%,0%,9,8,8,7
1,100442,N1 4AZ,020 72545598,12,46%,11,42%,3,12%,20,74%,73%,85%,100%,26.4,4B,90%,63%,75%,64%,SUPP,81%,0%,4,2,8,-9
1,100443,EC1V 3SJ,020 72533880,5,17%,23,77%,2,7%,19,63%,80%,87%,100%,28.8,4A,89%,64%,SUPP,87%,SUPP,90%,0%,17,5,8,6
1,100444,N19 4JF,020 72725967,8,29%,11,39%,9,32%,14,50%,86%,86%,100%,28.8,4A,83%,88%,63%,91%,100%,82%,0%,0,1,8,-3
1,134314,N7 8PG,020 76970123,4,15%,16,59%,7,26%,27,96%,96%,96%,85%,29.7,4A,100%,93%,SUPP,94%,100%,89%,0%,11,SUPP,SUPP,2
1,100446,N1 2EP,020 73591870,2,11%,15,79%,2,11%,17,85%,95%,100%,95%,28.4,4A,100%,90%,SUPP,93%,SUPP,95%,0%,10,10,8,8
1,100447,EC1V 0EU,020 72530839,7,26%,12,44%,8,30%,17,61%,81%,96%,100%,28.2,4A,71%,92%,86%,92%,63%,96%,0%,27,10,8,5
1,100425,N1 1HX,020 76074162,18,35%,21,41%,12,24%,34,61%,100%,100%,100%,29.7,4A,100%,100%,100%,100%,100%,95%,0%,15,7,8,9
1,100430,N7 0HJ,020 76074852,8,22%,25,68%,4,11%,25,68%,97%,100%,95%,28.9,4A,94%,100%,100%,96%,SUPP,95%,0%,8,6,8,9
1,100426,N1 0TJ,020 78376063,4,24%,9,53%,4,24%,15,88%,82%,71%,76%,26.8,4B,78%,88%,SUPP,78%,SUPP,71%,0%,-2,SUPP,SUPP,-13
1,137566,N1 2GG,020 72266803,10,19%,28,53%,15,28%,25,43%,100%,98%,100%,30.7,5C,100%,100%,100%,100%,100%,98%,0%,29,10,8,12
1,100428,N1 9AZ,020 78376096,9,39%,13,57%,1,4%,23,92%,100%,91%,100%,27.8,4B,100%,100%,100%,100%,SUPP,68%,0%,5,-19,8,-5
1,100429,N19 4RR,020 72726580,5,9%,40,73%,10,18%,14,25%,98%,100%,96%,30.6,5C,96%,100%,SUPP,98%,100%,100%,0%,13,8,6,11
2,134030,N7 0EQ,020 77150320,2,67%,1,33%,0,0%,13,87%,0%,0%,0%,13,2,0%,SUPP,SUPP,SUPP,SUPP,0%,0%,-59,SUPP,SUPP,-77
2,100467,N1 8RE,020 77048127,0,0%,0,0%,0,0%,5,83%,0%,0%,0%,12,2,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP
2,100469,N5 2EG,020 77047490,9,100%,0,0%,0,0%,9,82%,40%,30%,27%,13.9,2,50%,SUPP,44%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP
3,,,,351,22%,963,60%,286,18%,1156,69%,90%,90%,93%,28.4,4A,90%,90%,83%,93%,94%,86%,,8,5,5,5
1,139645,W10 5DB,020 89694094,,,,,,,,,,,,,,,,,,,,,,,,
1,100477,SW10 0DT,020 73525740,2,8%,17,65%,7,27%,23,82%,85%,65%,85%,27.2,4B,67%,94%,SUPP,88%,86%,68%,0%,3,-7,-25,-17
1,100487,W11 4EE,020 77277727,16,36%,25,56%,4,9%,43,91%,100%,98%,96%,28.7,4A,100%,100%,100%,100%,SUPP,91%,0%,14,10,8,12
1,100478,W10 6BH,020 89693988,13,32%,26,63%,2,5%,30,68%,100%,100%,100%,29.8,4A,100%,100%,100%,100%,SUPP,93%,0%,21,10,8,12
1,100479,W10 5TW,020 89690629,7,16%,30,70%,6,14%,35,78%,98%,88%,95%,28.9,4A,95%,100%,100%,97%,100%,87%,0%,17,10,8,7
1,100480,SW5 0DJ,020 73736544,6,14%,29,67%,8,19%,14,29%,98%,100%,100%,31.3,5C,100%,96%,100%,97%,100%,100%,0%,25,8,6,8
1,100489,SW3 4AA,020 73525708,4,16%,16,64%,5,20%,12,43%,100%,100%,100%,31.6,5C,100%,100%,SUPP,100%,SUPP,100%,0%,11,7,2,8
1,100481,W11 2DF,020 72296540,6,27%,11,50%,5,23%,17,61%,100%,95%,100%,30.8,5C,100%,100%,100%,100%,SUPP,100%,0%,19,2,8,-3
1,100482,W8 7PP,020 77277637,0,0%,25,69%,11,31%,9,23%,100%,100%,97%,34.1,5A,100%,100%,SUPP,100%,100%,100%,0%,41,10,6,11
1,100490,SW1X 9DE,020 78819860,3,11%,19,70%,5,19%,13,45%,100%,96%,100%,29.7,4A,100%,100%,SUPP,100%,SUPP,93%,0%,25,-1,8,10
1,100483,SW3 3AP,020 75898553,7,37%,10,53%,2,11%,18,72%,95%,84%,100%,26.6,4B,83%,100%,86%,100%,SUPP,72%,0%,7,-3,1,-3
1,100484,W10 5DB,020 89694094,4,18%,14,64%,4,18%,21,88%,100%,100%,100%,27.9,4B,100%,100%,SUPP,100%,SUPP,100%,0%,14,2,0,4
1,100491,SW3 6QH,020 75895900,1,4%,14,54%,11,42%,1,4%,100%,92%,100%,32.8,5B,100%,100%,SUPP,100%,100%,96%,0%,41,5,8,12
1,100504,SW7 5AQ,020 73734491,1,5%,7,33%,13,62%,6,23%,95%,90%,100%,32.4,5B,83%,100%,SUPP,100%,92%,100%,0%,35,7,5,6
1,100485,W10 6NF,020 89691997,11,20%,34,62%,10,18%,36,63%,88%,91%,91%,28.4,4A,93%,83%,91%,85%,90%,86%,0%,4,7,8,8
1,100486,SW10 0AY,020 73528700,4,17%,17,74%,2,9%,20,77%,100%,100%,96%,28.9,4A,100%,100%,SUPP,100%,SUPP,96%,0%,17,10,8,8
1,100493,W8 6EJ,020 79379599,4,17%,15,63%,5,21%,15,54%,100%,92%,92%,31.2,5C,100%,100%,SUPP,100%,SUPP,96%,0%,30,10,4,10
1,100505,W10 6EB,020 89695566,4,9%,26,60%,13,30%,20,44%,95%,95%,98%,30,5C,92%,100%,SUPP,96%,100%,98%,0%,13,8,6,-4
1,100495,W11 4PG,020 76039225,4,16%,11,44%,10,40%,16,62%,92%,88%,92%,28.4,4A,91%,93%,SUPP,91%,90%,85%,0%,5,5,3,-12
1,100498,SW5 9UE,020 73738225,5,29%,11,65%,1,6%,15,60%,88%,94%,89%,28.4,4A,83%,SUPP,SUPP,100%,SUPP,88%,0%,6,10,8,7
1,100494,W11 4BJ,020 77278523,6,15%,30,77%,3,8%,22,54%,95%,100%,100%,28.7,4A,95%,94%,67%,100%,SUPP,98%,0%,10,7,8,2
1,100496,SW3 2QT,020 75892438,5,22%,15,65%,3,13%,13,52%,100%,96%,100%,31,5C,100%,100%,SUPP,100%,SUPP,96%,0%,34,6,4,10
1,100497,W8 4SP,020 79370740,3,11%,13,46%,12,43%,5,17%,86%,82%,86%,29.2,4A,79%,93%,SUPP,92%,83%,97%,0%,4,-4,3,0
1,100499,W10 5AW,020 89690321,6,12%,31,62%,13,26%,23,43%,82%,80%,98%,27.8,4B,81%,84%,100%,71%,100%,81%,0%,13,-2,6,-3
1,100492,W10 5EF,020 89692810,7,33%,13,62%,1,5%,16,73%,100%,100%,100%,29.7,4A,100%,100%,100%,100%,SUPP,86%,0%,9,10,8,1
1,100500,SW10 9NA,020 73522588,5,21%,13,54%,6,25%,12,43%,100%,88%,100%,29.6,4A,100%,100%,SUPP,100%,100%,89%,0%,19,2,4,10
1,100488,W11 1RQ,020 77271423,2,7%,19,68%,7,25%,21,70%,100%,100%,100%,31.8,5C,100%,100%,SUPP,100%,100%,100%,0%,41,10,8,12
2,100548,BR8 8DR,01322 664441,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3,,,,137,17%,491,62%,169,21%,476,54%,95%,93%,96%,29.7,4A,94%,97%,93%,96%,96%,92%,,16,5,5,5
1,100598,SW4 6RP,020 76223985,12,27%,30,68%,2,5%,33,69%,98%,98%,98%,29,4A,95%,100%,92%,100%,SUPP,81%,0%,15,-4,3,10
1,100609,SE11 4PH,020 77352781,2,8%,11,46%,11,46%,16,59%,96%,83%,92%,29.6,4A,100%,93%,SUPP,100%,91%,89%,0%,23,5,3,12
1,100556,SW8 1NT,020 77352419,9,36%,10,40%,6,24%,20,67%,88%,84%,96%,26.9,4B,100%,77%,78%,90%,100%,87%,0%,10,3,-5,-1
1,131247,SW4 9LB,020 86731183,12,28%,28,65%,3,7%,32,67%,98%,100%,100%,28.9,4A,100%,95%,100%,96%,SUPP,96%,0%,19,7,8,7
1,100611,SW2 3NF,020 86744308,3,11%,19,70%,5,19%,16,55%,96%,89%,100%,28,4A,100%,94%,SUPP,95%,SUPP,90%,0%,20,1,3,0
1,100610,SW9 6HN,020 77351343,6,35%,9,53%,2,12%,14,74%,100%,100%,100%,29.1,4A,100%,100%,100%,100%,SUPP,100%,0%,0,10,8,1
1,100560,SW4 0BZ,020 76223919,7,14%,35,69%,9,18%,19,36%,94%,94%,98%,29.1,4A,96%,91%,86%,94%,100%,96%,0%,26,5,6,9
1,137295,SW2 5BL,020 72744722,4,11%,23,61%,11,29%,5,13%,100%,97%,97%,32,5B,100%,100%,SUPP,100%,100%,100%,0%,23,10,8,10
1,100593,SW16 3HX,020 86704713,17,30%,34,60%,6,11%,46,78%,96%,89%,89%,27.1,4B,100%,93%,94%,97%,100%,83%,0%,0,6,-7,5
1,136288,SW9 0RD,020 77358348,11,10%,55,50%,44,40%,69,61%,96%,92%,95%,30.9,5C,95%,98%,82%,100%,95%,95%,0%,27,0,2,8
1,100597,SE27 9RR,020 8601621,9,33%,13,48%,5,19%,21,78%,100%,96%,100%,31.3,5C,100%,100%,100%,100%,SUPP,96%,0%,37,10,8,12
1,100595,SW2 3PW,020 86743311,23,37%,33,52%,7,11%,55,77%,98%,89%,95%,28.2,4A,97%,100%,96%,100%,100%,80%,0%,4,-9,8,2
1,100601,SW4 8LD,020 86742387,21,42%,26,52%,3,6%,41,76%,84%,78%,94%,26.4,4B,76%,90%,76%,88%,SUPP,63%,0%,-3,10,3,3
1,100564,SW16 5AN,020 87646414,12,24%,33,65%,6,12%,31,53%,98%,92%,98%,29.4,4A,100%,97%,100%,97%,100%,88%,0%,7,-1,6,6
1,100566,SW8 3EH,020 76224101,6,15%,26,67%,7,18%,21,51%,90%,92%,92%,28.5,4A,93%,88%,33%,100%,100%,90%,0%,4,-2,-1,-6
